"id","game_title","year"
"834","SOCOM: U.S. Navy SEALs: Combined Assault","2006"
"835","Peter Jackson's King Kong: The Official Game of the Movie","2005"
"836","Donkey Kong Country","2003"
"837","Need for Speed: The Run","2011"
"838","Madden NFL 15","2014"
"839","1080�: TenEighty Snowboarding","1998"
"841","NBA Live 2004","2003"
"842","Dead Space","2008"
"843","Call of Duty 2","2005"
"845","Forza Horizon","2012"
"846","TouchMaster","2007"
"849","Fire Emblem: Awakening","2012"
"850","DriveClub","2014"
"851","Super Street Fighter II","1993"
"852","Mortal Kombat vs. DC Universe","2008"
"853","Tenchu: Stealth Assassins","1997"
"854","Tennis","1989"
"857","SimCity","1991"
"860","Dragon Age: Inquisition","2014"
"861","Sonic Classic Collection","2010"
"862","Spyro: Enter the Dragonfly","2002"
"865","Burnout Paradise","2008"
"866","E.T.: The Extra Terrestrial","1981"
"867","BioShock Infinite","2013"
"868","Hot Shots Golf: Open Tee","2004"
"869","Rad Racer","1986"
"870","Soccer","1985"
"871","Kirby Squeak Squad","2006"
"872","Tom Clancy's Rainbow Six: Vegas","2006"
"874","Crash Nitro Kart","2003"
"875","Grand Theft Auto: San Andreas","2005"
"876","Star Wars: Dark Forces","1994"
"877","NBA Street Vol. 2","2003"
"878","Def Jam Vendetta","2003"
"880","Who wants to be a millionaire","1999"
"881","Scooby Doo and the Cyber Chase","2001"
"882","Alleyway","1989"
"883","Dragon Ball Z: Budokai 3","2004"
"884","Jet Moto 2","1997"
"885","Tom Clancy's Ghost Recon","2002"
"886","X-Men Legends","2004"
"889","Mortal Kombat II","1993"
"890","Virtua Fighter 2","1995"
"891","Tetris DX","1998"
"894","Mario Super Sluggers","2008"
"896","The Legend of Zelda: Oracle of Ages","2001"
"898","Monopoly","2008"
"899","Red Faction","2001"
"900","The Sims: Makin' Magic","2003"
"901","MX Unleashed","2004"
"902","PaRappa The Rapper","1996"
"903","Toy Story Mania!","2009"
"904","Mario Party 3","2000"
"906","Game Party 2","2008"
"907","Destiny: The Taken King","2015"
"908","LEGO Star Wars III: The Clone Wars","2011"
"909","Star Wars Rogue Leader: Rogue Squadron II","2001"
"910","Max Payne 3","2012"
"911","Need for Speed Rivals","2013"
"913","Yokai Watch","2013"
"914","Ratchet & Clank Future: A Crack in Time","2009"
"915","Yu-Gi-Oh! Forbidden Memories","1999"
"916","Mortal Kombat: Deception","2004"
"917","Hot Shots Golf 2","1999"
"918","Medal of Honor: European Assault (All Region sales)","2005"
"919","WCW Nitro","1998"
"920","High School Musical: Sing It!","2007"
"921","Star Fox Adventures","2002"
"922","FIFA 2000","1998"
"923","Dynasty Warriors 3","2001"
"924","Donkey Kong Country Returns","2013"
"925","The Legend of Zelda: Oracle of Seasons","2001"
"927","Shrek 2","2004"
"928","The Legend of Dragoon","1999"
"929","Turok 2: Seeds of Evil","1997"
"930","SingStar","2004"
"931","LittleBigPlanet 3","2014"
"932","NBA Live 2002","2001"
"933","Phineas and Ferb","2009"
"934","Chrono Cross","1999"
"935","GoldenEye 007 (2010)","2010"
"936","Mario Party: Island Tour","2013"
"937","Jak 3","2004"
"938","Rayman Raving Rabbids 2","2007"
"939","Kingdom Hearts: Chain of Memories","2004"
"940","Pinball","1984"
"941","inFAMOUS 2","2011"
"942","Gran Turismo Concept 2001 Tokyo","2001"
"943","Demon's Souls","2009"
"944","NCAA Football 06","2005"
"945","Hey You, Pikachu!","1998"
"946","2 Games in 1: Sonic Advance & ChuChu Rocket!","2005"
"947","World of Warcraft: Mists of Pandaria","2012"
"948","Jet Moto","1996"
"949","Just Cause 3","2015"
"950","Secret of Mana","1993"
"951","The Orange Box","2007"
"952","Air Combat","1995"
"953","Kirby: Triple Deluxe","2014"
"954","Sonic & Knuckles","1994"
"956","The Sims: Hot Date","2001"
"957","Metroid Prime 3: Corruption","2007"
"958","Dragon Quest VI: Realms of Revelation","2010"
"959","The Evil Within","2014"
"960","DDRMAX2: Dance Dance Revolution","2003"
"961","Crazy Taxi","2000"
"962","Virtua Fighter 4","2002"
"963","Sly 2: Band of Thieves","2004"
"965","Sonic Advance 2","2002"
"968","NFL GameDay 2000","1999"
"970","Disney's The Lion King","1994"
"971","Beyond: Two Souls","2013"
"972","Kinect Star Wars","2012"
"973","Midnight Club II","2003"
"974","Dragon Quest Monsters: Joker","2006"
"975","SpongeBob SquarePants: SuperSponge","2001"
"976","The Getaway: Black Monday","2004"
"977","Professor Layton and the Mask of Miracle","2011"
"978","Just Cause 2","2010"
"979","Dragon's Dogma","2012"
"980","The Legend of Zelda: The Wind Waker","2013"
"981","50 Cent: Bulletproof","2005"
"983","Wii Party U","2013"
"985","Final Fantasy II","1991"
"986","Kirby 64: The Crystal Shards","2000"
"987","Dead or Alive 3","2001"
"989","Metroid II: Return of Samus","1991"
"990","WWF Attitude","1998"
"991","The SpongeBob SquarePants Movie","2004"
"992","Golden Sun","2001"
"993","Sonic the Hedgehog 3","1994"
"994","Kid Icarus","1986"
"995","Def Jam: Fight for NY","2004"
"997","State of Emergency","2002"
"1000","2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures","2007"
"1002","The Urbz: Sims in the City","2004"
"1004","Star Wars: Starfighter","2001"
"1005","Madden NFL 2000","1998"
"1006","Kingdom Hearts","2013"
"1008","Pro Evolution Soccer","2001"
"1009","Crackdown","2007"
"1010","Yoshi","1991"
"1011","Disney's Aladdin","1993"
"1012","Kirby's Adventure","1993"
"1013","Cooking Mama 3: Shop & Chop","2009"
"1014","Dance Dance Revolution X","2008"
"1015","2 Games in 1: Disney Princess & The Lion King","2004"
"1016","Star Wars Episode I: The Phantom Menace","1999"
"1017","Xenosaga Episode I: Der Wille zur Macht","2002"
"1019","The Beatles: Rock Band","2009"
"1020","Forza Motorsport 6","2015"
"1021","Sonic Colors","2010"
"1022","Cruis'n USA","1996"
"1023","Madden NFL 99","1998"
"1024","Diablo III","2014"
"1025","Uncharted: Golden Abyss","2011"
"1027","SSX Tricky","2001"
"1028","Overwatch","2016"
"1029","Twisted Metal III","1998"
"1031","Disney Infinity","2013"
"1032","Crash Bandicoot: The Huge Adventure","2002"
"1033","Dishonored","2012"
"1035","The Order: 1886","2015"
"1036","The Elder Scrolls Online","2015"
"1037","Call of Duty: World at War Final Fronts","2008"
"1038","Imagine: Teacher","2008"
"1041","Star Ocean: Till The End of Time","2003"
"1042","The Sims 3: Late Night Expansion Pack","2010"
"1043","Game Party 3","2009"
"1044","Toy Story 2: Buzz Lightyear to the Rescue!","1998"
"1045","Deal or No Deal","2007"
"1046","Ace Combat 5: The Unsung War","2004"
"1048","Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS","2006"
"1049","Tetris Worlds","2001"
"1050","Cabela's Big Game Hunter 2010","2009"
"1051","The Crew","2014"
"1053","We Ski","2008"
"1054","Personal Trainer: Math","2007"
"1055","Kirby's Return to Dreamland","2011"
"1056","Super Puyo Puyo","1993"
"1057","Ben 10: Protector of Earth","2007"
"1058","NCAA Football 07","2006"
"1059","SOCOM 3: U.S. Navy SEALs","2005"
"1062","Saints Row IV","2013"
"1063","Jampack Winter '99","1999"
"1066","WCW vs. nWo: World Tour","1997"
"1067","WCW/NWO Thunder","1998"
"1070","Dragon Ball Z: The Legacy of Goku","2002"
"1071","Sid Meier's Civilization V","2010"
"1073","Call of Duty Black Ops: Declassified","2012"
"1074","Star Wars Battlefront: Renegade Squadron","2007"
"1075","World Championship Poker: Featuring Howard Lederer - All In","2006"
"1076","NFL GameDay 98","1997"
"1077","LEGO Batman 2: DC Super Heroes","2012"
"1078","Yoshi's Cookie","1992"
"1079","Time Crisis","1997"
"1080","The Sims: Superstar","2003"
"1081","Star Wars The Clone Wars: Lightsaber Duels","2008"
"1083","Metroid Fusion","2002"
"1084","Shaun White Snowboarding: Road Trip","2008"
"1085","SSX 3","2003"
"1086","Big Beach Sports","2008"
"1087","Madden NFL 2001","2000"
"1088","Fight Night Round 3","2006"
"1089","Knack","2013"
"1091","Disney's DuckTales","1989"
"1093","Monsters, Inc.","2001"
"1094","StarCraft II: Heart of the Swarm","2013"
"1095","PGR: Project Gotham Racing 2","2003"
"1096","Spy Hunter","2001"
"1097","NCAA Football 2004","2003"
"1098","SpongeBob SquarePants: Battle for Bikini Bottom","2003"
"1099","Dying Light","2015"
"1100","Heavenly Sword","2007"
"1101","Street Fighter II': Special Champion Edition","1992"
"1102","SSX","2000"
"1104","NBA Ballers","2004"
"1105","Need for Speed Carbon","2006"
"1106","NBA Live 2003","2002"
"1107","Dragon Ball Z: Budokai Tenkaichi","2005"
"1108","Ms. Pac-Man","1981"
"1109","Mario Party 6","2004"
"1110","Super Scope 6","1991"
"1111","Go Vacation","2011"
"1112","Dragon Quest V: Tenkuu no Hanayome","2004"
"1113","Army of Two","2008"
"1114","Dragon Quest IV: Chapters of the Chosen","2007"
"1115","Kirby & the Amazing Mirror","2004"
"1116","LEGO Pirates of the Caribbean: The Video Game","2011"
"1117","Dig Dug","1982"
"1118","Tom Clancy's Rainbow Six","1999"
"1119","Ghosts 'n Goblins","1986"
"1120","Tiger Woods PGA Tour 2003","2002"
"1121","NBA Live 06 (All region sales)","2005"
"1122","Prince of Persia: Warrior Within","2004"
"1123","Kinectimals","2010"
"1124","Until Dawn","2015"
"1126","Viva Pinata","2006"
"1127","Pikmin","2001"
"1129","Sonic Generations","2011"
"1130","Tiger Woods PGA Tour 2004","2003"
"1131","Ape Escape","1999"
"1133","NCAA Football 2005","2004"
"1136","Tony Hawk's American Wasteland (Old all region sales)","2005"
"1137","Rage","2011"
"1138","Mario Hoops 3 on 3","2006"
"1139","Kirby Air Ride","2003"
"1140","Sled Storm","1998"
"1141","Pokemon Battle Revolution","2006"
"1142","NFL Street 2","2004"
"1143","Gears of War: Judgment","2013"
"1144","Baseball","1989"
"1145","Yu-Gi-Oh! Duel Monsters","1998"
"1146","Super Mario Strikers","2005"
"1147","Buzz! The Music Quiz","2005"
"1148","SpongeBob's Atlantis SquarePantis","2007"
"1150","Dance Dance Revolution: Hottest Party 2","2008"
"1151","Moshi Monsters: Moshling Zoo","2011"
"1152","Dollar Dash","2005"
"1153","Far Cry 2","2008"
"1154","F-1 World Grand Prix","1998"
"1155","River Raid","1981"
"1156","Silent Hill","1999"
"1157","Dragon Quest V: Hand of the Heavenly Bride","2008"
"1158","No Man's Sky","2016"
"1160","ESPN NBA 2K5","2004"
"1161","Diablo","1996"
"1163","Soul Edge","1996"
"1164","Devil May Cry 4","2008"
"1165","Mario Bros.","1982"
"1167","SoulCalibur IV","2008"
"1169","NASCAR 2000","1999"
"1170","Wolfenstein: The New Order","2014"
"1171","Carnival Games: Mini Golf","2008"
"1172","Guitar Hero: On Tour Decades","2008"
"1173","MySims Kingdom","2008"
"1174","Jampack Summer 2K","2000"
"1176","Guitar Hero 5","2009"
"1177","High School Musical 3: Senior Year","2008"
"1178","Kingdom Hearts 3D: Dream Drop Distance","2012"
"1179","Hannah Montana: Music Jam","2007"
"1180","Pokemon Mystery Dungeon: Explorers of Sky","2009"
"1181","Spyro 2: Season of Flame","2002"
"1183","NCAA Football 2002","2001"
"1184","Conflict: Desert Storm","2002"
"1185","Mario Party 7","2005"
"1186","Pro Evolution Soccer 2013","2012"
"1187","Smuggler's Run","2000"
"1189","Donkey Kong Classics","1988"
"1190","Twisted Metal","1995"
"1191","Dark Souls III","2016"
"1192","Final Fight","1990"
"1193","Dragon Quest Monsters 2","2001"
"1194","Pokemon Pinball: Ruby & Sapphire","2003"
"1196","Mafia II","2010"
"1198","Stuntman","2002"
"1199","Tom Clancy's Rainbow Six 3","2003"
"1200","Active Life: Outdoor Challenge","2008"
"1202","007: The World is not Enough","2000"
"1203","Spider-Man 2: Enter: Electro","2001"
"1205","Star Wars: The Force Unleashed II","2010"
"1206","Ni no Kuni: Wrath of the White Witch","2011"
"1207","Command & Conquer: Tiberian Sun","1999"
"1208","LEGO Battles: Ninjago","2011"
"1209","Mario Party 10","2015"
"1210","Dead Rising 3","2013"
"1211","Resident Evil: The Umbrella Chronicles","2007"
"1212","Fire Emblem Fates","2015"
"1213","Dark Cloud","2000"
"1214","Warcraft III: The Frozen Throne","2003"
"1215","Tom Clancy's Ghost Recon Advanced Warfighter","2006"
"1216","Disney Fairies: Tinker Bell","2008"
"1217","MVP Baseball 2005","2005"
"1218","Die Hard Trilogy","1996"
"1220","Fight Night Round 4","2009"
"1222","The Simpsons Game","2007"
"1223","Mortal Kombat 3","1994"
"1224","NFL GameDay 99","1998"
"1225","Call of Duty: Modern Warfare: Reflex Edition","2009"
"1227","Mario Golf: Toadstool Tour","2003"
"1228","Tiger Woods 99 PGA Tour Golf","1997"
"1229","Donkey Kong Country: Tropical Freeze","2014"
"1230","Dead Space 2","2011"
"1231","Sonic Rivals 2","2007"
"1232","Knockout Kings","1997"
"1233","The Simpsons Skateboarding","2002"
"1234","NASCAR 98","1996"
"1235","F1 Race","1984"
"1236","Xevious","1984"
"1237","NASCAR 99","1998"
"1238","NBA Live 2000","1998"
"1241","Super Monkey Ball 2","2002"
"1242","Pac-Man World 2","2002"
"1244","Sonic & Sega All-Stars Racing","2010"
"1246","Football Manager 2012","2011"
"1247","Puzzle & Dragons","2013"
"1248","Mega Man 2","1988"
"1249","Simpsons Wrestling","2001"
"1250","NBA Live 98","1997"
"1252","Monopoly","1997"
"1254","Resistance 3","2011"
"1255","Tokyo Xtreme Racer Zero","2000"
"1256","Final Fantasy XIV: A Realm Reborn","2010"
"1257","NFL Blitz","1998"
"1258","Red Faction II","2002"
"1259","Super Scribblenauts","2010"
"1261","WWF No Mercy","2000"
"1262","Ice Climber","1985"
"1263","Sonic CD","1993"
"1264","Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki","1986"
"1265","Dead Rising 2","2010"
"1267","Pac-Man World","1998"
"1268","Disney Sing It: Pop Hits","2009"
"1269","Final Fantasy: Crystal Chronicles","2003"
"1272","Drawn To Life: SpongeBob SquarePants Edition","2008"
"1273","Banjo-Tooie","2000"
"1274","Buzz! The BIG Quiz","2006"
"1275","007: Quantum of Solace","2008"
"1277","New Play Control! Mario Power Tennis","2009"
"1278","Bratz: Forever Diamondz","2006"
"1279","Dirge of Cerberus: Final Fantasy VII","2006"
"1280","Nintendo World Cup","1990"
"1281","WWF WrestleMania 2000","1999"
"1282","Wario Land II","1997"
"1283","Mass Effect 2","2011"
"1284","Major League Baseball 2K5","2005"
"1285","Fight Night 2004","2004"
"1286","Tom Clancy's Splinter Cell: Pandora Tomorrow","2004"
"1287","Imagine: Master Chef","2007"
"1288","Assassin's Creed III: Liberation","2012"
"1290","Mario Golf","1999"
"1291","Disney Princess","2003"
"1293","Metal Gear Rising: Revengeance","2013"
"1294","Chrono Trigger","2008"
"1296","The House of the Dead 2 & 3 Return","2008"
"1297","Disney Princess: Magical Jewels","2007"
"1298","LittleBigPlanet PS Vita","2012"
"1299","Xenogears","1998"
"1301","Tom Clancy's Ghost Recon: Future Soldier","2012"
"1302","Battlefield: Bad Company","2008"
"1303","Midway Arcade Treasures","2003"
"1304","Wall-E","2008"
"1306","Homefront","2011"
"1307","Super Monkey Ball","2001"
"1308","Donkey Kong","1981"
"1309","Mortal Kombat 4","1998"
"1310","Mario Superstar Baseball","2005"
"1313","Medal of Honor: Warfighter","2012"
"1314","WCW vs the World","1998"
"1315","SNK vs. Capcom: The Match of the Millennium","2006"
"1316","LEGO City Undercover","2013"
"1317","Onimusha 3: Demon Siege","2004"
"1320","BioShock","2008"
"1321","Red Dead Revolver","2004"
"1322","Anno 2070","2011"
"1323","Resident Evil: Outbreak","2003"
"1324","Smarty Pants","2007"
"1325","Tamagotchi","1996"
"1326","4 Nin uchi Mahjong","1984"
"1327","Dragon Ball Z","1993"
"1328","Game de Hakken!! Tamagotchi 2","1997"
"1329","Namco Museum 64","1999"
"1330","Hasbro Family Game Night","2008"
"1331","Dragon Quest Monsters: Joker 2","2010"
"1332","Tony Hawk's American Wasteland (Weekly american sales)","2005"
"1333","My Word Coach","2007"
"1334","Hello Kitty Party","2007"
"1335","SingStar Pop","2007"
"1336","Sonic Rivals","2006"
"1337","SimCity (2013)","2013"
"1338","Kirby Super Star","1996"
"1341","Kinect Joy Ride","2010"
"1342","Rayman Raving Rabbids","2006"
"1344","Tiger Woods PGA Tour 2005","2004"
"1346","NCAA Football 2003","2002"
"1347","Frogger 2: Swampy's Revenge","1999"
"1349","LEGO Indiana Jones 2: The Adventure Continues","2009"
"1351","Tiger Woods PGA Tour 09 All-Play","2008"
"1352","Disney's DuckTales","1988"
"1353","Classic NES Series: Super Mario Bros.","2004"
"1354","Triple Play 2000","1999"
"1355","Dragon Quest VII: Warriors of Eden","2013"
"1356","Cabela's Big Game Hunter","2002"
"1357","UFC Undisputed 2010","2010"
"1358","NBA Live 06 (Weekly american sales)","2005"
"1359","The Legend of Zelda: The Minish Cap","2004"
"1360","NFL Street","2004"
"1362","Super Metroid","1994"
"1363","Pro Yakyuu Family Stadium '87","1987"
"1365","Resident Evil (Remake)","2002"
"1366","Inazuma Eleven 2","2009"
"1367","Tomb Raider (2013)","2014"
"1372","Injustice: Gods Among Us","2013"
"1375","Ridge Racer","2004"
"1376","Metroid: Other M","2010"
"1377","Knockout Kings 2000","1999"
"1378","Gran Turismo 4 Prologue","2003"
"1379","Twisted Metal: Black","2001"
"1380","NASCAR 2005: Chase for the Cup","2004"
"1384","2Xtreme","1996"
"1386","Sonic Advance 3","2004"
"1387","Final Fantasy III","1990"
"1389","Colin McRae Rally 3","2002"
"1391","Doom (2016)","2016"
"1392","Final Fantasy XII: Revenant Wings","2007"
"1393","Bakugan: Battle Brawlers","2009"
"1394","Deus Ex: Human Revolution","2011"
"1395","NBA Jam","1994"
"1396","Teenage Mutant Ninja Turtles III: The Manhattan Project","1991"
"1397","Dynasty Warriors 5","2005"
"1398","Hannah Montana: Spotlight World Tour","2007"
"1399","WWE '13","2012"
"1402","The Sims 2","2005"
"1403","Paper Mario","2000"
"1404","Bravely Default: Flying Fairy","2012"
"1406","Duke Nukem: Time to Kill","1998"
"1407","Persona 4: Golden","2012"
"1409","Hasbro Family Game Night 2","2009"
"1410","Disney Princess: Enchanted Journey","2007"
"1411","Gardening Mama","2009"
"1412","Dave Mirra Freestyle BMX 2","2001"
"1415","Assassin's Creed: Rogue","2014"
"1416","Ridge Racer 7","2006"
"1417","A Collection of Activision Classic Games for the Atari 2600","1998"
"1418","Forza Horizon 2","2014"
"1419","MotorStorm: Pacific Rift","2008"
"1421","Star Wars Knights of the Old Republic II: The Sith Lords","2004"
"1423","Pocket Monsters Stadium","1998"
"1425","Tom Clancy's Ghost Recon 2","2004"
"1426","Crash Bandicoot 2: N-Tranced","2003"
"1428","SingStar Abba","2008"
"1429","Gradius","1986"
"1430","Dragon Quest III: Soshite Densetsu e...","1996"
"1431","Centipede","1981"
"1432","Yoshi's New Island","2014"
"1433","Ryse: Son of Rome","2013"
"1434","Dead to Rights","2002"
"1436","Marvel vs. Capcom 3: Fate of Two Worlds","2011"
"1437","Dance Dance Revolution (Japan)","1999"
"1438","F1 2010","2010"
"1439","Madden NFL 98","1997"
"1441","Namco Museum DS","2007"
"1443","Grand Theft Auto: Chinatown Wars","2009"
"1444","Alan Wake","2010"
"1447","Samurai Warriors","2004"
"1451","Monster Hunter Freedom","2005"
"1452","Crysis 2","2011"
"1453","SaGa Frontier","1997"
